Filename
"C:\Users\gmlwn\Downloads\NEURALACTION_20200227_13_29_04.mp4"
Frame per second
0
Calibration X, Calibration Y
y = 0.93721016755221 * x + 0.0111730742117628,y = 1.30495402654035 * x + -0.0807096720589658
Screen Size W,H,Pixel Size W,H,Screen Origin X,Y,Z
73.7959199874202,151.691613307475,1080,2220,-53.1330623909425,0,0
Frame Index (0~),Screen Point X,Screen Point Y, Gaze Vector X, Gaze Vector Y, Gaze Vector Z
85,-25.7419671616012,-74.4493550250111,-0.162021953295905,-0.0799919254722611,-1
86,-10.4285344374273,-73.2855728376462,-0.157515098511397,-0.0800827935007531,-1
87,-38.1079059673409,-77.6600466212555,-0.164568747379401,-0.0812685502971192,-1
88,-26.1820941943386,-107.355436538336,-0.161602498909336,-0.0887192230548819,-1
89,-31.6636926235964,-70.7557306555578,-0.162935423979143,-0.0796588853002123,-1
90,-9.9571794163319,-84.7168006001798,-0.157841374949999,-0.0835721607964435,-1
91,-18.7148487818224,-89.7463326373643,-0.160064992940284,-0.0845313600494838,-1
92,-26.7792298948343,-116.090724704907,-0.162183338842474,-0.0915436378356321,-1
93,-15.2081441264817,-89.0300010196436,-0.15934988849999,-0.0848879874071865,-1
94,-1.83720925164566,-87.4310795733658,-0.156279471217892,-0.0840279010026855,-1
95,-25.0774409777699,-77.1013537581481,-0.162115536243945,-0.0812952292902908,-1
96,-9.84127719913919,-71.35385515895,-0.158549454733844,-0.0799488540656465,-1
97,-12.0564628951985,-84.882141877729,-0.159032117062934,-0.0836120820595495,-1
98,-22.5485370878893,-72.7754107892491,-0.16137833835136,-0.0806137287992654,-1
99,-29.0845511599882,-72.9157427400608,-0.162707143592832,-0.0807187919188765,-1
100,-15.4645400319031,-90.6739224389052,-0.15874328218286,-0.0854916093503603,-1
101,-18.4199722314154,-78.2950810601355,-0.159106022593605,-0.0824296504146648,-1
102,-14.3695917371605,-100.027802485204,-0.157637520257782,-0.0878365995125631,-1
103,-20.3050719394494,-102.276672998829,-0.158636906818702,-0.0885809084204577,-1
104,-32.5453403168751,-78.7972136004849,-0.161491221647736,-0.0828336077063178,-1
105,-12.1022525781373,-68.8515161302857,-0.156182773958941,-0.0802590265292624,-1
106,-28.4875553004637,-78.657591127546,-0.160440372146429,-0.0823583249431242,-1
107,-24.7060170291594,-61.8323193080868,-0.159259643311176,-0.078191774019735,-1
108,-25.5831959407352,-85.0607023339992,-0.159280591590845,-0.0842425191132071,-1
109,-26.3913470753214,-77.7752856772811,-0.158726314076328,-0.0827261528110798,-1
110,-21.4475697299,-55.4382395468775,-0.157554034380542,-0.0769649875764359,-1
111,-28.9642152310332,-103.164646649853,-0.159646446312501,-0.0880884748759395,-1
112,-35.3774519224602,-74.5903868478644,-0.16063767700987,-0.0810970424838729,-1
113,-18.7898914095247,-63.79046981976,-0.157547456620726,-0.0778369939684108,-1
114,-6.12537303959842,-75.752386376774,-0.15753516696332,-0.0783057236552932,-1
115,-8.91214712832575,-82.2023436080831,-0.159353854707607,-0.0786552145767758,-1
116,-5.68656927970202,-63.7149366413901,-0.157708255615464,-0.0744263802604356,-1
117,-17.3402773245686,-84.6908090717252,-0.161870608958058,-0.0796373982102308,-1
118,3.44294010100179,-99.2673855448091,-0.15816388069826,-0.0820254986697088,-1
119,-10.4716331616735,-75.7388266391347,-0.161362906452004,-0.0758249078609447,-1
120,15.3960415770722,-108.836731298236,-0.154981138740579,-0.0852533068275333,-1
121,-1.57661256751456,-111.103838137387,-0.158470954547165,-0.086265027917714,-1
122,-2.80018115407655,-105.21953035488,-0.156133782915556,-0.0852055685416468,-1
123,2.83115405890932,-100.268028559337,-0.154666830752428,-0.0848155729971492,-1
124,15.755485519649,-91.8087064949701,-0.152883294221425,-0.0820175260842858,-1
125,26.3095668802185,-100.583389311579,-0.150728149174617,-0.0838830138466199,-1
126,10.4460242408126,-92.4220158362469,-0.154621917640818,-0.0828389940628109,-1
127,13.4907442456654,-93.0470098232783,-0.153130400128398,-0.082984950712043,-1
128,6.5444853149031,-76.6384720455047,-0.154537607797911,-0.0789410609321864,-1
129,10.9449658217802,-86.7055753091357,-0.15373183920321,-0.0821431818086846,-1
130,5.07443676983268,-77.4693793738539,-0.154655784026282,-0.0804867119017455,-1
131,-13.9759076033681,-70.0089953195099,-0.159384173851048,-0.0785843363478322,-1
132,-14.4969428721002,-41.2641242579646,-0.16001401879309,-0.071245882591231,-1
133,-24.7704817834527,-33.0476934604702,-0.161956063973587,-0.0696899255966129,-1
134,-17.2646524324123,-35.186670114632,-0.159980180338665,-0.0701532105910113,-1
135,-24.2772456400233,-41.7389676970454,-0.161738020313274,-0.071547051866918,-1
136,-13.1151626544905,-53.8402730201166,-0.15858897715482,-0.0751865176671944,-1
137,-12.1272890395982,-45.8012675412705,-0.158237367263338,-0.0731959380950401,-1
138,1.50784101121161,-66.8979800676464,-0.154801598018297,-0.0782814558830788,-1
139,-15.4361351187818,-49.508174611704,-0.159345363671581,-0.0738724994721693,-1
140,4.80068474539797,-9.25338747550426,-0.154420548811121,-0.0634874485908096,-1
141,0.956638893895932,-27.9493076923208,-0.155704245423706,-0.068117848423176,-1
142,-7.14059012371611,-44.8837125759764,-0.158122458966595,-0.0724132829957938,-1
143,-10.476362382487,-57.9197537822449,-0.159543688017966,-0.075588958223084,-1
144,-16.4072453172257,-50.819026403924,-0.161647230469189,-0.0734791982215207,-1
145,-3.44948799765544,-50.5466954909906,-0.158775724085307,-0.0733238300324234,-1
146,-21.2367918329499,-54.5690240608075,-0.16404696762941,-0.0742156317706438,-1
147,-5.51750054685605,-54.1414315708889,-0.161173170900284,-0.0735854086156195,-1
148,-5.61702438773115,-40.5640354227468,-0.161819634810864,-0.069707562511195,-1
149,10.81682911696,-63.3617507681898,-0.158879194621351,-0.0755834357492788,-1
150,9.49638520725444,-82.8801470971285,-0.159712573048656,-0.0799837778788654,-1
151,20.9540957999089,-28.2359810486908,-0.158555515769429,-0.0653764846481372,-1
152,43.9973806066949,-44.8623966665538,-0.153980523213918,-0.0696563435111847,-1
153,31.5905897807628,-52.0517553514375,-0.158136201038058,-0.071459431208586,-1
154,50.2224224036247,-81.4521192109827,-0.15557879315953,-0.078532086745316,-1
155,43.5999490353474,-68.6834104173767,-0.158466080580762,-0.0744564816317401,-1
156,72.7381313947591,-74.0153353530674,-0.152817349037028,-0.075958438944115,-1
157,77.2727311439907,-51.9437751663502,-0.15393172768781,-0.0698016195738563,-1
158,68.3589504092216,-60.7089567205041,-0.156444920730717,-0.0712597276664046,-1
159,81.5015054958231,-92.8671542502577,-0.153224388076512,-0.0802285556966822,-1
160,87.0268423207844,-84.8877469087987,-0.153126028920707,-0.0785166860437184,-1
161,103.708847213441,-65.644273006384,-0.148874882803357,-0.0728374245402983,-1
162,86.904616049262,-64.934140637311,-0.153046257871729,-0.0729451711154908,-1
163,-36.8348675661407,278.131180364337,-0.184362679079823,0.0133758391205486,-1
164,-67.6587418841049,346.75362952728,-0.191473893820357,0.0300430539712811,-1
165,66.7839963035299,474.09544433884,-0.15724359484137,0.0617753731866607,-1
166,141.740725764996,777.546916386941,-0.138531194889208,0.137734676660366,-1
167,153.058299429678,956.262414712138,-0.135840919055501,0.183053885676314,-1
168,164.762526566857,977.440573861209,-0.13308825924494,0.188826659773147,-1
169,167.993010080635,898.113109753348,-0.132224645467313,0.168268123204092,-1
170,180.862803483709,948.493082639156,-0.12933233045896,0.18055846643891,-1
171,167.959038723488,961.440652221584,-0.13313818597815,0.183773110108121,-1
172,147.320268123911,940.826702460084,-0.138643617323431,0.178306074939596,-1
173,143.097426327307,981.93510327771,-0.139819569950919,0.18848790267399,-1
174,147.783119445819,985.199773684654,-0.138779459934323,0.189472750317696,-1
175,34.9984942570216,917.706260256012,-0.167093880941719,0.172247532268674,-1
176,25.3227925654052,902.271341168208,-0.168788792284203,0.167725442926078,-1
177,36.8606606764912,910.893395359654,-0.165490429788269,0.169638921763593,-1
178,15.6393589742481,928.534932668372,-0.170750235571673,0.174105494688182,-1
179,6.96024500541418,949.022255413469,-0.172849532504884,0.179387643656214,-1
180,24.2535293907871,924.755094968359,-0.168132105613145,0.17309309301144,-1
181,-5.86452448611975,918.45810415752,-0.1751736463755,0.170839398674996,-1
182,-18.2097746251348,912.245657729726,-0.178086057766815,0.169560518191823,-1
183,-7.21084746754324,870.929609195556,-0.174736008882179,0.158600566120143,-1
184,-27.4616966014508,873.172990489412,-0.179025364661645,0.158650871189629,-1
185,-4.96519816938213,843.832400133022,-0.172765725420688,0.151000222655061,-1
186,-13.5809411403881,854.958920231109,-0.174770350095316,0.153979091694384,-1
187,-20.0448080611809,843.611196493093,-0.176200726562142,0.150565697304176,-1
188,-1.9375539331942,882.251739656311,-0.171885087674451,0.160508133577246,-1
189,-2.03724502967557,865.170060387394,-0.171219197725859,0.156469649599213,-1
190,-15.2606951162789,835.751601959078,-0.175145952749778,0.149130826381336,-1
191,-2.78370593606258,865.512872233149,-0.172044434255132,0.156708516036619,-1
192,-19.4064725010041,831.513939313418,-0.175640234391323,0.147815972037108,-1
193,-21.05177158839,854.194836178379,-0.176356344349042,0.153616727964243,-1
194,-17.1042802124253,829.729386307471,-0.175862551500688,0.147511535945931,-1
195,-8.27178601986653,806.048577956565,-0.174272688797984,0.14147965282285,-1
196,-11.0546154063156,807.939001634073,-0.175489700053623,0.141742417571194,-1
197,9.24029448318473,818.592431691376,-0.171759509720597,0.144544528558091,-1
198,-3.03731871303605,792.604955036002,-0.17514452826676,0.138226935196911,-1
199,12.3862696313699,818.890822547107,-0.172846166814617,0.144157022015871,-1
200,14.4732298880688,808.334038116684,-0.173905633041627,0.140974929829582,-1
201,20.8266488698005,828.485641958404,-0.173122111519934,0.146223302258884,-1
202,31.4441304598759,841.682694541443,-0.171258887733071,0.149376887590953,-1
203,4.69752743297395,813.324401139223,-0.179228590905472,0.142144449775148,-1
204,2.09422377521065,809.421948592347,-0.181044736925159,0.140984244142796,-1
205,5.12568012016583,819.149371708222,-0.18093271949101,0.143192300289026,-1
206,2.01688457018266,812.048459753422,-0.182110110567036,0.141466468888907,-1
207,0.248943441047643,824.424049965664,-0.183120739371378,0.144568018517093,-1
208,10.6599202377538,817.756588810144,-0.180532802866613,0.142940949949568,-1
209,-3.64603719476577,831.531968766816,-0.183984073838609,0.146666830797697,-1
210,22.1976477529092,809.960735001817,-0.177340494527882,0.140473279198502,-1
211,33.860241068806,802.125812681482,-0.174583351785472,0.138456584547755,-1
212,47.4854206658277,788.911568143516,-0.170805525064479,0.135449617006148,-1
213,48.9291917212673,813.779404374571,-0.170130403907312,0.141962052576933,-1
214,65.3779387366286,792.348233727359,-0.165851103302087,0.135976488230627,-1
215,52.7784371168103,766.485664527539,-0.168812799012703,0.129465102707677,-1
216,41.8415022115586,801.493227952002,-0.171350389818665,0.138754914805218,-1
217,48.62957312659,778.96171621458,-0.169205020635702,0.13282043334161,-1
218,48.3525719067842,793.835434945493,-0.169334927900689,0.136595394203417,-1
219,48.5012224275258,813.762959005943,-0.169503812931379,0.141969539029099,-1
220,40.166124275299,801.009994189792,-0.172016475284534,0.13862542835075,-1
221,46.901983872637,829.156199231142,-0.170684485904552,0.145715565239419,-1
222,32.9312521911326,837.308377303951,-0.17481816803504,0.147952750490439,-1
223,39.469257269545,850.674374799032,-0.173213376191691,0.151363558651717,-1
224,45.4928160878583,829.938649895598,-0.171960892515813,0.146100466107378,-1
225,44.3277644581099,831.487369690347,-0.17239686811228,0.146479863946862,-1
226,51.029451625028,840.308295027574,-0.17057333433263,0.148664566251402,-1
227,59.8312968782851,803.097685375234,-0.168791669181277,0.138878976012532,-1
228,62.1212732956706,817.333780613351,-0.168647600879235,0.143034968121568,-1
229,49.5610832863781,806.539149326409,-0.171757331099511,0.14002076691709,-1
230,55.5787825204804,811.992689793844,-0.170115321145951,0.140849488003817,-1
231,34.3508413299479,807.086961815975,-0.17554110713193,0.139651150078747,-1
232,35.1815258857397,805.366860964931,-0.175777962347386,0.139780150399957,-1
233,39.516615366888,857.763556073889,-0.175207666381682,0.152820850040393,-1
234,36.6439444488803,783.674498135099,-0.175267564496015,0.13345431221873,-1
235,46.6854986758897,791.695607756145,-0.172844239572887,0.135806458262484,-1
236,44.8177337821883,789.320514392142,-0.173353743630992,0.135083811452543,-1
237,30.7881432081795,812.970045688504,-0.176675037510403,0.140875583637079,-1
238,39.9808170237422,797.344483945517,-0.174475510041737,0.136584660381091,-1
239,41.0908911118635,786.773756521163,-0.175035932384957,0.133819514967095,-1
240,56.2970211834051,821.847162193063,-0.170787998337156,0.142671301554297,-1
241,44.0441759947901,806.145560793073,-0.173798112504847,0.138453939982834,-1
242,49.829046211202,820.429294127681,-0.172069083397542,0.141766335327463,-1
243,36.8937782112976,811.598380496684,-0.175751581480523,0.139581652468254,-1
244,47.75893842192,797.220337167127,-0.173366619840228,0.135471356885423,-1
245,42.1904748873897,799.445789037892,-0.17473593905458,0.135700364540367,-1
246,45.0489628539635,806.054969991446,-0.173972304433053,0.137121623731996,-1
247,48.5677200052624,812.88290899214,-0.173589272122068,0.139141760206207,-1
248,59.3107884261942,776.644693279183,-0.171026236139069,0.129792153717994,-1
249,37.87284875573,805.814278085153,-0.176817276329354,0.136665864080424,-1
250,38.7041828496111,799.033246874435,-0.176431883845527,0.13471351402764,-1
251,26.0329242096923,1215.70562851252,-0.179604067870256,0.240750105764227,-1
252,43.4264574167372,1285.5900535948,-0.174714697498996,0.257500974425911,-1
253,5.92776194047607,1240.59204741755,-0.183420481322399,0.244296545104348,-1
254,50.5720791833283,1460.44789763546,-0.171745013511066,0.299647950038032,-1
255,69.9579215453917,1508.53332493496,-0.166380494260357,0.311644513222677,-1
256,67.9441191125632,1442.40692963566,-0.166963484883541,0.294908267449379,-1
257,75.1549018682999,1427.35567911282,-0.165316070273826,0.291068825872297,-1
258,61.0278015417625,1446.3405231853,-0.169338754453108,0.295674063447255,-1
259,46.871581949753,1430.23866570143,-0.173322446901167,0.291634373858743,-1
260,51.105374436947,1458.01654740357,-0.172657255228563,0.298610930573131,-1
261,64.7341609177105,1424.83923790183,-0.169349256523982,0.290222370644336,-1
262,53.3120565785534,1440.53849499306,-0.172494836233531,0.294191123667914,-1
263,68.5732075722128,1413.32449452415,-0.168617756563467,0.287261780215495,-1
264,61.6778038262015,1427.06493744319,-0.170379688435371,0.291158702188944,-1
265,57.4852297886506,1406.114646876,-0.171409394139732,0.285802991536386,-1
266,42.2939043584356,1388.20258303927,-0.175605739557469,0.281427442202932,-1
267,82.7479592817917,1349.1141831085,-0.165544462384295,0.272005751875297,-1
268,67.328329555967,1384.04222656692,-0.169177648216935,0.280656395965875,-1
269,70.8610836169196,1377.2956800825,-0.168285558744479,0.27894248455323,-1
270,71.5873819940462,1401.20201920377,-0.167956363512243,0.285261672431494,-1
271,83.1889567067564,1414.80114141268,-0.165245055605749,0.288762104120125,-1
272,53.8306823752788,1387.11573512725,-0.172840859917101,0.282141435840889,-1
273,65.806976138848,1352.94937011324,-0.169819796781903,0.273726858060153,-1
274,56.8913873846708,1337.38441612074,-0.172079808916733,0.269933735259846,-1
275,57.3694834153441,1318.34034508814,-0.17192438664711,0.264941457830596,-1
276,67.0217295182309,1335.31935614505,-0.169935780423669,0.269122903876995,-1
277,72.4572491830465,1350.56206123813,-0.168888534026466,0.273282221137513,-1
278,72.9737261986963,1341.89495146982,-0.168813092288619,0.270945514686018,-1
279,74.7823789058426,1335.55456396622,-0.168547775343853,0.269177973052405,-1
280,87.3083102048288,1313.13208898564,-0.165496993582565,0.264072446019487,-1
281,85.4233991866502,1314.03241095847,-0.166131321456457,0.264595136497952,-1
282,90.7752831603333,1336.2393163117,-0.164581553761038,0.269883877432957,-1
283,102.873374324315,1320.1180214197,-0.161552250969171,0.265792307703204,-1
284,118.271321215363,1329.42782090707,-0.157903018754304,0.268096112655832,-1
285,96.8435494492255,1315.45285961613,-0.163767992406301,0.264726353586817,-1
286,103.767136387762,1311.62995902517,-0.162034466401627,0.263877992716487,-1
287,81.4521572238314,1332.15993710743,-0.167634514143412,0.268630198097853,-1
288,68.7886979132674,1322.31870796539,-0.171069599077984,0.266393673988063,-1
289,66.2425577585943,1291.36656104588,-0.171623625213145,0.258629853631149,-1
290,87.9120921108144,1313.9613877391,-0.165956626769539,0.26425017633843,-1
291,77.3623047846345,1291.39614623572,-0.168370385311618,0.258426027678944,-1
292,63.6627294566635,1254.06214162436,-0.171926816647551,0.249202796392351,-1
293,62.6586913763668,1251.01857734431,-0.17196043165366,0.248239824745232,-1
294,75.5691439117769,1276.89233267703,-0.169252112368398,0.255018466887826,-1
295,88.2475558982179,1252.78659321146,-0.16598377573999,0.248760570690667,-1
296,86.6814230018781,1283.32155331541,-0.166461717723393,0.256659963890434,-1
297,80.098551862756,1283.96989313673,-0.168191989761958,0.256514435038468,-1
298,95.4198051112402,1295.20330222364,-0.163999470896641,0.259066984656294,-1
299,73.0622461129159,1271.48807220882,-0.169809182986871,0.253272081773579,-1
300,78.8511922290293,1280.43801788772,-0.168517567924571,0.255381861220473,-1
301,85.5700926766464,1277.88154779942,-0.167090822492887,0.254934113044984,-1
302,79.4360429583678,1292.32455801004,-0.168489371540137,0.258893143403411,-1
303,81.3571863616944,1316.90484973487,-0.168255253566558,0.264608709338502,-1
304,70.6391878793429,1311.63055043649,-0.171454684320376,0.263686728447656,-1
305,90.4519169380619,1284.54350323228,-0.165982379188012,0.256773252384762,-1
306,71.3842959171608,1311.0966055018,-0.170619127271986,0.262968029039766,-1
307,63.2008575574477,1311.06212853298,-0.172780068009502,0.263433666919131,-1
308,65.6354678276514,1316.5025803337,-0.172034183563614,0.265356460069859,-1
309,74.8329017728762,1313.02426072631,-0.169762761599125,0.263788660869088,-1
310,78.2668574235175,1274.07685922511,-0.168634738635518,0.253668610949058,-1
311,80.4190408418089,1316.18340781437,-0.168075670947717,0.264632665985431,-1
312,87.3569240430839,1338.55539307503,-0.166364880809244,0.270305179959237,-1
313,62.6010454387133,1304.4614135885,-0.172877463544442,0.261345977367458,-1
314,87.5186331373296,1339.75438114732,-0.166834289860063,0.270293862777003,-1
315,57.6524066579674,1298.98142212972,-0.174311638632648,0.259726764713374,-1
316,92.9705320248464,1310.66522242329,-0.16520829835769,0.262302220930293,-1
317,83.1735882591317,1298.01685062055,-0.167369462543522,0.258540949581017,-1
318,65.1400048383414,1269.23278745145,-0.172137654099658,0.251446165258406,-1
319,77.8451645351678,1285.27902224456,-0.169246526160486,0.255474615446004,-1
320,59.4580335681639,1281.39643472818,-0.173778895949631,0.254017149049356,-1
321,78.6685723647276,1292.99915837676,-0.168567885692335,0.256745795578378,-1
322,64.3699180851775,1296.21462640333,-0.17263030177539,0.257623324444158,-1
323,103.307435910403,1311.16206312002,-0.162896013282326,0.261157785460815,-1
324,104.636093322284,1319.14100684201,-0.162197513845049,0.262738457470244,-1
325,94.8243837802828,1301.79827894659,-0.164797837765859,0.258436839282591,-1
326,91.7293286724713,1341.71254183227,-0.165751906215095,0.268112718967908,-1
327,52.0303618921308,1299.50429897463,-0.175700355953973,0.257838973157186,-1
328,99.1334160602538,1304.36152874845,-0.163151470570128,0.258924683729158,-1
329,72.2509223198571,1305.40639819756,-0.169064024748011,0.258696940020684,-1
330,88.4011609583992,1324.75263317826,-0.164291154742749,0.263555394686809,-1
331,68.2126877944602,1324.64537565796,-0.169320766863632,0.263386336985181,-1
332,78.5536368453702,1347.55345942801,-0.166225225611452,0.268934478626388,-1
333,81.4538488877595,1322.62951149394,-0.165093822992059,0.262228328675153,-1
334,83.3757213738602,1304.99489115169,-0.164389444070956,0.257908120751733,-1
335,70.2488903703414,1319.70223776027,-0.167349673401995,0.261479411223977,-1
336,87.1214503793507,1357.98016634325,-0.162949417429962,0.270799519146125,-1
337,98.6621039666769,1895.63379944865,-0.159640259587239,0.405804325009267,-1
338,134.299322606793,2137.495700536,-0.150433364983118,0.467092817080819,-1
339,162.265143613465,2146.75326186741,-0.143541967523909,0.469446402079015,-1
340,155.04647983711,2129.93417302433,-0.145219631449466,0.464719592299021,-1
341,137.450451081619,2174.38373530205,-0.150219538909778,0.47617331964301,-1
342,122.08886476788,2152.01044866053,-0.154283128096494,0.470873767104359,-1
343,132.671883198633,2160.59522138983,-0.151788020401701,0.472720529013614,-1
344,121.998126453643,2158.47210236824,-0.15495764873631,0.472364096109214,-1
